Gap_Start,Gap_End,Gap_Duration
2012-01-16 14:59:00,2012-01-16 15:44:00,0 days 00:45:00
2012-01-16 17:14:00,2012-01-16 17:44:00,0 days 00:30:00
2012-01-17 03:29:00,2012-01-17 04:29:00,0 days 01:00:00
2012-01-17 05:14:00,2012-01-17 05:59:00,0 days 00:45:00
2012-01-17 12:29:00,2012-01-17 12:59:00,0 days 00:30:00
2012-01-17 17:44:00,2012-01-17 18:14:00,0 days 00:30:00
2012-01-17 21:14:00,2012-01-17 22:14:00,0 days 01:00:00
2012-01-18 02:29:00,2012-01-18 03:14:00,0 days 00:45:00
2012-01-18 04:14:00,2012-01-18 04:44:00,0 days 00:30:00
2012-01-18 05:44:00,2012-01-18 06:14:00,0 days 00:30:00
2012-01-18 12:44:00,2012-01-18 13:14:00,0 days 00:30:00
2012-01-18 16:44:00,2012-01-18 17:14:00,0 days 00:30:00
2012-01-19 02:44:00,2012-01-19 03:14:00,0 days 00:30:00
2012-01-19 04:44:00,2012-01-19 05:29:00,0 days 00:45:00
2012-01-19 05:59:00,2012-01-19 06:44:00,0 days 00:45:00
2012-01-19 07:29:00,2012-01-19 08:29:00,0 days 01:00:00
2012-01-19 09:44:00,2012-01-19 10:14:00,0 days 00:30:00
2012-01-19 22:14:00,2012-01-19 22:59:00,0 days 00:45:00
2012-01-20 03:44:00,2012-01-20 05:29:00,0 days 01:45:00
2012-01-20 06:14:00,2012-01-20 19:14:00,0 days 13:00:00
2012-01-21 03:14:00,2012-01-21 03:59:00,0 days 00:45:00
2012-01-21 14:29:00,2012-01-21 14:59:00,0 days 00:30:00
2012-01-22 04:44:00,2012-01-22 05:44:00,0 days 01:00:00
2012-01-22 05:59:00,2012-01-22 06:29:00,0 days 00:30:00
2012-01-22 08:29:00,2012-01-22 08:59:00,0 days 00:30:00
2012-01-22 09:59:00,2012-01-22 10:29:00,0 days 00:30:00
2012-01-22 11:14:00,2012-01-22 11:59:00,0 days 00:45:00
2012-01-22 13:14:00,2012-01-22 13:44:00,0 days 00:30:00
2012-01-22 21:29:00,2012-01-22 21:59:00,0 days 00:30:00
2012-01-22 22:14:00,2012-01-22 22:44:00,0 days 00:30:00
2012-01-23 00:00:00,2012-01-23 00:29:00,0 days 00:29:00
2012-01-23 02:59:00,2012-01-23 03:29:00,0 days 00:30:00
2012-01-23 05:14:00,2012-01-23 05:44:00,0 days 00:30:00
2012-01-23 13:44:00,2012-01-23 14:14:00,0 days 00:30:00
2012-01-23 14:44:00,2012-01-23 15:14:00,0 days 00:30:00
2012-01-23 20:14:00,2012-01-23 20:44:00,0 days 00:30:00
2012-01-24 00:00:00,2012-01-24 00:44:00,0 days 00:44:00
2012-01-24 01:44:00,2012-01-24 02:14:00,0 days 00:30:00
2012-01-24 11:29:00,2012-01-24 11:59:00,0 days 00:30:00
2012-01-24 15:44:00,2012-01-24 16:14:00,0 days 00:30:00
2012-01-24 16:29:00,2012-01-24 16:59:00,0 days 00:30:00
2012-01-24 17:29:00,2012-01-24 17:59:00,0 days 00:30:00
2012-01-24 18:14:00,2012-01-24 18:59:00,0 days 00:45:00
2012-01-24 21:14:00,2012-01-24 21:44:00,0 days 00:30:00
2012-01-24 22:29:00,2012-01-24 22:59:00,0 days 00:30:00
2012-01-24 23:29:00,2012-01-24 23:59:00,0 days 00:30:00
2012-01-25 04:29:00,2012-01-25 04:59:00,0 days 00:30:00
2012-01-25 07:59:00,2012-01-25 08:44:00,0 days 00:45:00
2012-01-25 08:59:00,2012-01-25 09:29:00,0 days 00:30:00
2012-01-25 15:14:00,2012-01-25 16:14:00,0 days 01:00:00
2012-01-26 02:29:00,2012-01-26 02:59:00,0 days 00:30:00
2012-01-26 05:59:00,2012-01-26 06:44:00,0 days 00:45:00
2012-01-26 14:59:00,2012-01-26 15:29:00,0 days 00:30:00
2012-01-27 00:29:00,2012-01-27 00:59:00,0 days 00:30:00
2012-01-27 01:59:00,2012-01-27 02:29:00,0 days 00:30:00
2012-01-27 05:59:00,2012-01-27 06:29:00,0 days 00:30:00
2012-01-27 11:29:00,2012-01-27 11:59:00,0 days 00:30:00
2012-01-27 18:29:00,2012-01-27 18:59:00,0 days 00:30:00
2012-01-27 21:44:00,2012-01-27 22:29:00,0 days 00:45:00
2012-01-28 03:14:00,2012-01-28 03:44:00,0 days 00:30:00
2012-01-28 04:59:00,2012-01-28 05:29:00,0 days 00:30:00
2012-01-28 10:59:00,2012-01-28 11:44:00,0 days 00:45:00
2012-01-28 17:29:00,2012-01-28 17:59:00,0 days 00:30:00
2012-01-28 18:59:00,2012-01-28 19:44:00,0 days 00:45:00
2012-01-28 20:14:00,2012-01-28 20:44:00,0 days 00:30:00
2012-01-28 23:44:00,2012-01-29 00:14:00,0 days 00:30:00
2012-01-29 01:14:00,2012-01-29 01:44:00,0 days 00:30:00
2012-01-29 01:59:00,2012-01-29 02:29:00,0 days 00:30:00
2012-01-29 05:44:00,2012-01-29 06:14:00,0 days 00:30:00
2012-01-29 06:29:00,2012-01-29 06:59:00,0 days 00:30:00
2012-01-29 09:14:00,2012-01-29 09:44:00,0 days 00:30:00
2012-01-29 14:59:00,2012-01-29 15:29:00,0 days 00:30:00
2012-01-29 17:14:00,2012-01-29 17:59:00,0 days 00:45:00
2012-01-30 01:14:00,2012-01-30 01:59:00,0 days 00:45:00
2012-01-30 11:29:00,2012-01-30 11:59:00,0 days 00:30:00
2012-01-30 15:14:00,2012-01-30 15:44:00,0 days 00:30:00
2012-01-30 15:59:00,2012-01-30 16:29:00,0 days 00:30:00
2012-01-30 19:29:00,2012-01-30 20:29:00,0 days 01:00:00
2012-01-30 22:14:00,2012-01-30 22:44:00,0 days 00:30:00
2012-01-30 23:14:00,2012-01-30 23:59:00,0 days 00:45:00
2012-01-31 01:44:00,2012-01-31 02:29:00,0 days 00:45:00
2012-01-31 05:44:00,2012-01-31 06:14:00,0 days 00:30:00
2012-01-31 08:59:00,2012-01-31 09:44:00,0 days 00:45:00
2012-01-31 14:29:00,2012-01-31 14:59:00,0 days 00:30:00
2012-01-31 16:14:00,2012-01-31 16:44:00,0 days 00:30:00
2012-01-31 18:14:00,2012-01-31 19:14:00,0 days 01:00:00
2012-01-31 21:29:00,2012-01-31 22:14:00,0 days 00:45:00
2012-01-31 23:14:00,2012-01-31 23:44:00,0 days 00:30:00
2012-02-01 01:14:00,2012-02-01 02:14:00,0 days 01:00:00
2012-02-01 06:59:00,2012-02-01 07:29:00,0 days 00:30:00
2012-02-01 07:59:00,2012-02-01 08:29:00,0 days 00:30:00
2012-02-01 10:59:00,2012-02-01 11:44:00,0 days 00:45:00
2012-02-01 12:59:00,2012-02-01 13:29:00,0 days 00:30:00
2012-02-01 13:59:00,2012-02-01 14:29:00,0 days 00:30:00
2012-02-01 14:59:00,2012-02-01 15:29:00,0 days 00:30:00
2012-02-01 18:29:00,2012-02-01 18:59:00,0 days 00:30:00
2012-02-01 19:14:00,2012-02-01 19:44:00,0 days 00:30:00
2012-02-01 20:29:00,2012-02-01 21:29:00,0 days 01:00:00
2012-02-01 22:44:00,2012-02-01 23:14:00,0 days 00:30:00
2012-02-02 01:29:00,2012-02-02 01:59:00,0 days 00:30:00
2012-02-02 03:59:00,2012-02-02 04:44:00,0 days 00:45:00
2012-02-02 07:14:00,2012-02-02 08:14:00,0 days 01:00:00
2012-02-02 09:29:00,2012-02-02 09:59:00,0 days 00:30:00
2012-02-02 11:44:00,2012-02-02 12:59:00,0 days 01:15:00
2012-02-02 16:16:00,2012-02-02 16:46:00,0 days 00:30:00
2012-02-02 17:46:00,2012-02-02 18:46:00,0 days 01:00:00
2012-02-02 19:16:00,2012-02-02 19:46:00,0 days 00:30:00
2012-02-02 21:01:00,2012-02-02 21:46:00,0 days 00:45:00
2012-02-03 01:01:00,2012-02-03 01:31:00,0 days 00:30:00
2012-02-03 02:01:00,2012-02-03 03:31:00,0 days 01:30:00
2012-02-03 04:46:00,2012-02-03 05:16:00,0 days 00:30:00
2012-02-03 05:46:00,2012-02-03 06:31:00,0 days 00:45:00
2012-02-03 08:16:00,2012-02-03 09:01:00,0 days 00:45:00
2012-02-03 09:16:00,2012-02-03 09:46:00,0 days 00:30:00
2012-02-03 11:46:00,2012-02-03 12:16:00,0 days 00:30:00
2012-02-03 13:31:00,2012-02-03 14:01:00,0 days 00:30:00
2012-02-03 14:16:00,2012-02-03 16:16:00,0 days 02:00:00
2012-02-03 16:46:00,2012-02-03 17:16:00,0 days 00:30:00
2012-02-03 18:16:00,2012-02-03 19:16:00,0 days 01:00:00
2012-02-03 20:01:00,2012-02-03 21:16:00,0 days 01:15:00
2012-02-03 21:46:00,2012-02-03 22:16:00,0 days 00:30:00
2012-02-03 22:46:00,2012-02-03 23:16:00,0 days 00:30:00
2012-02-04 01:01:00,2012-02-04 01:31:00,0 days 00:30:00
2012-02-04 01:46:00,2012-02-04 02:16:00,0 days 00:30:00
2012-02-04 02:31:00,2012-02-04 03:01:00,0 days 00:30:00
2012-02-04 03:16:00,2012-02-04 03:46:00,0 days 00:30:00
2012-02-04 06:16:00,2012-02-04 06:46:00,0 days 00:30:00
2012-02-04 07:46:00,2012-02-04 08:16:00,0 days 00:30:00
2012-02-04 09:31:00,2012-02-04 10:01:00,0 days 00:30:00
2012-02-04 10:16:00,2012-02-04 10:46:00,0 days 00:30:00
2012-02-04 14:46:00,2012-02-04 15:16:00,0 days 00:30:00
2012-02-04 15:46:00,2012-02-04 16:16:00,0 days 00:30:00
2012-02-04 16:31:00,2012-02-04 17:16:00,0 days 00:45:00
2012-02-04 19:46:00,2012-02-04 20:16:00,0 days 00:30:00
2012-02-05 01:16:00,2012-02-05 02:16:00,0 days 01:00:00
2012-02-05 02:46:00,2012-02-05 03:31:00,0 days 00:45:00
2012-02-05 03:46:00,2012-02-05 04:46:00,0 days 01:00:00
2012-02-05 05:01:00,2012-02-05 06:01:00,0 days 01:00:00
2012-02-05 09:46:00,2012-02-05 10:31:00,0 days 00:45:00
2012-02-05 16:46:00,2012-02-05 17:16:00,0 days 00:30:00
2012-02-05 17:46:00,2012-02-05 18:31:00,0 days 00:45:00
2012-02-05 20:46:00,2012-02-05 21:16:00,0 days 00:30:00
2012-02-05 22:01:00,2012-02-06 00:00:00,0 days 01:59:00
2012-02-06 00:46:00,2012-02-06 01:46:00,0 days 01:00:00
2012-02-06 02:46:00,2012-02-06 03:46:00,0 days 01:00:00
2012-02-06 06:16:00,2012-02-06 06:46:00,0 days 00:30:00
2012-02-06 14:01:00,2012-02-06 14:31:00,0 days 00:30:00
2012-02-06 15:46:00,2012-02-06 16:16:00,0 days 00:30:00
2012-02-06 16:31:00,2012-02-06 17:16:00,0 days 00:45:00
2012-02-06 18:01:00,2012-02-06 18:31:00,0 days 00:30:00
2012-02-06 19:31:00,2012-02-06 20:16:00,0 days 00:45:00
2012-02-06 21:31:00,2012-02-06 22:16:00,0 days 00:45:00
2012-02-06 22:31:00,2012-02-06 23:31:00,0 days 01:00:00
2012-02-07 01:01:00,2012-02-07 01:31:00,0 days 00:30:00
2012-02-07 01:46:00,2012-02-07 02:16:00,0 days 00:30:00
2012-02-07 05:16:00,2012-02-07 05:46:00,0 days 00:30:00
2012-02-07 06:01:00,2012-02-07 06:31:00,0 days 00:30:00
2012-02-07 17:01:00,2012-02-07 17:31:00,0 days 00:30:00
2012-02-07 18:16:00,2012-02-07 19:01:00,0 days 00:45:00
2012-02-07 19:31:00,2012-02-07 20:16:00,0 days 00:45:00
2012-02-07 20:31:00,2012-02-07 21:46:00,0 days 01:15:00
2012-02-07 23:16:00,2012-02-07 23:46:00,0 days 00:30:00
2012-02-08 01:16:00,2012-02-08 01:46:00,0 days 00:30:00
2012-02-08 03:16:00,2012-02-08 04:01:00,0 days 00:45:00
2012-02-08 05:46:00,2012-02-08 06:16:00,0 days 00:30:00
2012-02-08 06:31:00,2012-02-08 07:01:00,0 days 00:30:00
2012-02-08 07:46:00,2012-02-08 08:16:00,0 days 00:30:00
2012-02-08 08:46:00,2012-02-08 10:01:00,0 days 01:15:00
2012-02-08 11:16:00,2012-02-08 12:01:00,0 days 00:45:00
2012-02-08 12:46:00,2012-02-08 13:16:00,0 days 00:30:00
2012-02-08 14:16:00,2012-02-08 15:01:00,0 days 00:45:00
2012-02-08 15:46:00,2012-02-08 16:16:00,0 days 00:30:00
2012-02-08 17:16:00,2012-02-08 18:01:00,0 days 00:45:00
2012-02-08 18:31:00,2012-02-08 19:46:00,0 days 01:15:00
2012-02-08 21:16:00,2012-02-08 21:46:00,0 days 00:30:00
2012-02-09 00:00:00,2012-02-09 00:46:00,0 days 00:46:00
2012-02-09 01:31:00,2012-02-09 02:01:00,0 days 00:30:00
2012-02-09 03:16:00,2012-02-09 03:46:00,0 days 00:30:00
2012-02-09 04:16:00,2012-02-09 04:46:00,0 days 00:30:00
2012-02-09 05:01:00,2012-02-09 05:31:00,0 days 00:30:00
2012-02-09 06:31:00,2012-02-09 07:01:00,0 days 00:30:00
2012-02-09 09:31:00,2012-02-09 10:01:00,0 days 00:30:00
2012-02-09 11:01:00,2012-02-09 12:01:00,0 days 01:00:00
2012-02-09 12:31:00,2012-02-09 13:46:00,0 days 01:15:00
2012-02-09 14:01:00,2012-02-09 14:31:00,0 days 00:30:00
2012-02-09 15:01:00,2012-02-09 15:31:00,0 days 00:30:00
2012-02-09 16:01:00,2012-02-09 16:31:00,0 days 00:30:00
2012-02-09 19:46:00,2012-02-09 20:16:00,0 days 00:30:00
2012-02-09 21:46:00,2012-02-09 22:31:00,0 days 00:45:00
2012-02-09 22:46:00,2012-02-09 23:31:00,0 days 00:45:00
2012-02-10 00:16:00,2012-02-10 00:46:00,0 days 00:30:00
2012-02-10 01:01:00,2012-02-10 01:46:00,0 days 00:45:00
2012-02-10 02:01:00,2012-02-10 02:46:00,0 days 00:45:00
2012-02-10 08:16:00,2012-02-10 09:01:00,0 days 00:45:00
2012-02-10 12:16:00,2012-02-10 13:01:00,0 days 00:45:00
2012-02-10 13:46:00,2012-02-10 14:31:00,0 days 00:45:00
2012-02-10 15:16:00,2012-02-10 15:46:00,0 days 00:30:00
2012-02-10 16:01:00,2012-02-10 16:31:00,0 days 00:30:00
2012-02-10 17:16:00,2012-02-10 18:01:00,0 days 00:45:00
2012-02-10 18:16:00,2012-02-10 19:31:00,0 days 01:15:00
2012-02-10 21:31:00,2012-02-10 22:01:00,0 days 00:30:00
2012-02-10 23:31:00,2012-02-11 00:00:00,0 days 00:29:00
2012-02-11 00:46:00,2012-02-11 01:16:00,0 days 00:30:00
2012-02-11 01:31:00,2012-02-11 02:31:00,0 days 01:00:00
2012-02-11 04:01:00,2012-02-11 05:16:00,0 days 01:15:00
2012-02-11 05:46:00,2012-02-11 06:46:00,0 days 01:00:00
2012-02-11 07:31:00,2012-02-11 08:01:00,0 days 00:30:00
2012-02-11 08:16:00,2012-02-11 08:46:00,0 days 00:30:00
2012-02-11 11:31:00,2012-02-11 12:01:00,0 days 00:30:00
2012-02-11 13:31:00,2012-02-11 14:01:00,0 days 00:30:00
2012-02-11 15:31:00,2012-02-11 16:01:00,0 days 00:30:00
2012-02-11 16:46:00,2012-02-11 18:01:00,0 days 01:15:00
2012-02-11 20:01:00,2012-02-11 20:46:00,0 days 00:45:00
2012-02-11 22:46:00,2012-02-11 23:31:00,0 days 00:45:00
2012-02-12 02:16:00,2012-02-12 03:01:00,0 days 00:45:00
2012-02-12 05:16:00,2012-02-12 05:46:00,0 days 00:30:00
2012-02-12 08:01:00,2012-02-12 08:46:00,0 days 00:45:00
2012-02-12 09:16:00,2012-02-12 10:16:00,0 days 01:00:00
2012-02-12 12:46:00,2012-02-12 13:16:00,0 days 00:30:00
2012-02-12 14:31:00,2012-02-12 15:31:00,0 days 01:00:00
2012-02-12 15:46:00,2012-02-12 16:46:00,0 days 01:00:00
2012-02-12 16:46:00,2012-02-12 17:46:00,0 days 01:00:00
2012-02-12 17:46:00,2012-02-12 18:46:00,0 days 01:00:00
2012-02-12 18:46:00,2012-02-12 19:46:00,0 days 01:00:00
2012-02-12 19:46:00,2012-02-12 20:46:00,0 days 01:00:00
2012-02-12 20:46:00,2012-02-12 21:46:00,0 days 01:00:00
2012-02-12 21:46:00,2012-02-12 22:46:00,0 days 01:00:00
2012-02-12 22:46:00,2012-02-12 23:46:00,0 days 01:00:00
2012-02-13 00:00:00,2012-02-13 00:46:00,0 days 00:46:00
2012-02-13 00:46:00,2012-02-13 01:46:00,0 days 01:00:00
2012-02-13 01:46:00,2012-02-13 05:46:00,0 days 04:00:00
2012-02-13 05:46:00,2012-02-13 06:46:00,0 days 01:00:00
2012-02-13 06:46:00,2012-02-13 07:46:00,0 days 01:00:00
2012-02-13 07:46:00,2012-02-13 08:46:00,0 days 01:00:00
2012-02-13 08:46:00,2012-02-13 09:46:00,0 days 01:00:00
2012-02-13 09:46:00,2012-02-13 12:46:00,0 days 03:00:00
2012-02-13 12:46:00,2012-02-13 13:46:00,0 days 01:00:00
2012-02-13 13:46:00,2012-02-13 14:46:00,0 days 01:00:00
2012-02-13 14:46:00,2012-02-13 17:46:00,0 days 03:00:00
2012-02-13 17:46:00,2012-02-13 18:46:00,0 days 01:00:00
2012-02-13 18:46:00,2012-02-13 19:46:00,0 days 01:00:00
2012-02-13 19:46:00,2012-02-13 20:46:00,0 days 01:00:00
2012-02-13 20:46:00,2012-02-13 21:46:00,0 days 01:00:00
2012-02-13 21:46:00,2012-02-13 22:46:00,0 days 01:00:00
2012-02-13 22:46:00,2012-02-13 23:46:00,0 days 01:00:00
2012-02-13 23:46:00,2012-02-14 01:46:00,0 days 02:00:00
2012-02-14 01:46:00,2012-02-14 02:46:00,0 days 01:00:00
2012-02-14 02:46:00,2012-02-14 03:46:00,0 days 01:00:00
2012-02-14 03:46:00,2012-02-14 05:46:00,0 days 02:00:00
2012-02-14 05:46:00,2012-02-14 06:46:00,0 days 01:00:00
2012-02-14 06:46:00,2012-02-14 07:46:00,0 days 01:00:00
2012-02-14 07:46:00,2012-02-14 08:46:00,0 days 01:00:00
2012-02-14 08:46:00,2012-02-14 10:46:00,0 days 02:00:00
2012-02-14 10:46:00,2012-02-14 11:46:00,0 days 01:00:00
2012-02-14 11:46:00,2012-02-14 15:46:00,0 days 04:00:00
2012-02-14 15:46:00,2012-02-14 16:46:00,0 days 01:00:00
2012-02-14 16:46:00,2012-02-14 17:46:00,0 days 01:00:00
2012-02-14 17:46:00,2012-02-14 18:46:00,0 days 01:00:00
2012-02-14 18:46:00,2012-02-14 19:46:00,0 days 01:00:00
2012-02-14 19:46:00,2012-02-14 20:46:00,0 days 01:00:00
2012-02-14 20:46:00,2012-02-14 21:46:00,0 days 01:00:00
2012-02-14 21:46:00,2012-02-14 22:46:00,0 days 01:00:00
2012-02-14 22:46:00,2012-02-14 23:46:00,0 days 01:00:00
2012-02-15 00:00:00,2012-02-15 00:46:00,0 days 00:46:00
2012-02-15 00:46:00,2012-02-15 01:46:00,0 days 01:00:00
2012-02-15 01:46:00,2012-02-15 02:46:00,0 days 01:00:00
2012-02-15 02:46:00,2012-02-15 03:46:00,0 days 01:00:00
2012-02-15 03:46:00,2012-02-15 04:46:00,0 days 01:00:00
2012-02-15 04:46:00,2012-02-15 05:46:00,0 days 01:00:00
2012-02-15 05:46:00,2012-02-15 06:46:00,0 days 01:00:00
2012-02-15 06:46:00,2012-02-15 07:46:00,0 days 01:00:00
2012-02-15 07:46:00,2012-02-15 08:46:00,0 days 01:00:00
2012-02-15 08:46:00,2012-02-15 09:46:00,0 days 01:00:00
2012-02-15 09:46:00,2012-02-15 10:46:00,0 days 01:00:00
2012-02-15 10:46:00,2012-02-15 11:46:00,0 days 01:00:00
2012-02-15 11:46:00,2012-02-15 12:46:00,0 days 01:00:00
2012-02-15 12:46:00,2012-02-15 13:46:00,0 days 01:00:00
2012-02-15 13:46:00,2012-02-15 14:46:00,0 days 01:00:00
2012-02-15 14:46:00,2012-02-15 15:46:00,0 days 01:00:00
2012-02-15 15:46:00,2012-02-15 16:46:00,0 days 01:00:00
2012-02-15 16:46:00,2012-02-15 17:46:00,0 days 01:00:00
2012-02-15 17:46:00,2012-02-15 18:46:00,0 days 01:00:00
2012-02-15 18:46:00,2012-02-15 19:46:00,0 days 01:00:00
2012-02-15 19:46:00,2012-02-15 20:46:00,0 days 01:00:00
2012-02-15 20:46:00,2012-02-15 21:46:00,0 days 01:00:00
2012-02-15 21:46:00,2012-02-15 22:46:00,0 days 01:00:00
2012-02-15 22:46:00,2012-02-15 23:46:00,0 days 01:00:00
2012-02-16 00:00:00,2012-02-16 00:46:00,0 days 00:46:00
2012-02-16 00:46:00,2012-02-16 01:46:00,0 days 01:00:00
2012-02-16 01:46:00,2012-02-16 02:46:00,0 days 01:00:00
2012-02-16 02:46:00,2012-02-16 03:46:00,0 days 01:00:00
2012-02-16 03:46:00,2012-02-16 04:46:00,0 days 01:00:00
2012-02-16 04:46:00,2012-02-16 05:46:00,0 days 01:00:00
2012-02-16 05:46:00,2012-02-16 06:46:00,0 days 01:00:00
2012-02-16 06:46:00,2012-02-16 07:46:00,0 days 01:00:00
2012-02-16 07:46:00,2012-02-16 08:46:00,0 days 01:00:00
2012-02-16 08:46:00,2012-02-16 09:46:00,0 days 01:00:00
2012-02-16 09:46:00,2012-02-16 10:46:00,0 days 01:00:00
2012-02-16 10:46:00,2012-02-16 12:46:00,0 days 02:00:00
2012-02-16 12:46:00,2012-02-16 13:46:00,0 days 01:00:00
2012-02-16 13:46:00,2012-02-16 14:46:00,0 days 01:00:00
2012-02-16 14:46:00,2012-02-16 15:46:00,0 days 01:00:00
2012-02-16 15:46:00,2012-02-16 16:46:00,0 days 01:00:00
2012-02-16 16:46:00,2012-02-16 17:46:00,0 days 01:00:00
2012-02-16 17:46:00,2012-02-16 18:46:00,0 days 01:00:00
2012-02-16 18:46:00,2012-02-16 19:46:00,0 days 01:00:00
2012-02-16 19:46:00,2012-02-16 20:46:00,0 days 01:00:00
2012-02-16 20:46:00,2012-02-16 21:46:00,0 days 01:00:00
2012-02-16 21:46:00,2012-02-16 22:46:00,0 days 01:00:00
2012-02-16 22:46:00,2012-02-16 23:46:00,0 days 01:00:00
2012-02-17 00:00:00,2012-02-17 00:46:00,0 days 00:46:00
2012-02-17 00:46:00,2012-02-17 01:46:00,0 days 01:00:00
2012-02-17 01:46:00,2012-02-17 02:46:00,0 days 01:00:00
2012-02-17 02:46:00,2012-02-17 03:46:00,0 days 01:00:00
2012-02-17 03:46:00,2012-02-17 04:46:00,0 days 01:00:00
2012-02-17 04:46:00,2012-02-17 05:46:00,0 days 01:00:00
2012-02-17 05:46:00,2012-02-17 06:46:00,0 days 01:00:00
2012-02-17 06:46:00,2012-02-17 07:46:00,0 days 01:00:00
2012-02-17 07:46:00,2012-02-17 08:46:00,0 days 01:00:00
2012-02-17 08:46:00,2012-02-17 09:46:00,0 days 01:00:00
2012-02-17 09:46:00,2012-02-17 10:46:00,0 days 01:00:00
2012-02-17 10:46:00,2012-02-17 11:46:00,0 days 01:00:00
2012-02-17 11:46:00,2012-02-17 12:46:00,0 days 01:00:00
2012-02-17 12:46:00,2012-02-17 13:46:00,0 days 01:00:00
2012-02-17 13:46:00,2012-02-17 14:46:00,0 days 01:00:00
2012-02-17 14:46:00,2012-02-17 15:46:00,0 days 01:00:00
2012-02-17 15:46:00,2012-02-17 16:46:00,0 days 01:00:00
2012-02-17 16:46:00,2012-02-17 17:46:00,0 days 01:00:00
2012-02-17 17:46:00,2012-02-17 18:46:00,0 days 01:00:00
2012-02-17 18:46:00,2012-02-17 19:46:00,0 days 01:00:00
2012-02-17 19:46:00,2012-02-17 20:46:00,0 days 01:00:00
2012-02-17 20:46:00,2012-02-17 21:46:00,0 days 01:00:00
2012-02-17 21:46:00,2012-02-17 22:46:00,0 days 01:00:00
2012-02-17 22:46:00,2012-02-17 23:46:00,0 days 01:00:00
2012-02-18 00:00:00,2012-02-18 00:46:00,0 days 00:46:00
2012-02-18 00:46:00,2012-02-18 01:46:00,0 days 01:00:00
2012-02-18 01:46:00,2012-02-18 02:46:00,0 days 01:00:00
2012-02-18 02:46:00,2012-02-18 03:46:00,0 days 01:00:00
2012-02-18 03:46:00,2012-02-18 04:46:00,0 days 01:00:00
2012-02-18 04:46:00,2012-02-18 05:46:00,0 days 01:00:00
2012-02-18 05:46:00,2012-02-18 06:46:00,0 days 01:00:00
2012-02-18 06:46:00,2012-02-18 08:46:00,0 days 02:00:00
2012-02-18 08:46:00,2012-02-18 09:46:00,0 days 01:00:00
2012-02-18 09:46:00,2012-02-18 10:46:00,0 days 01:00:00
2012-02-18 10:46:00,2012-02-18 11:46:00,0 days 01:00:00
2012-02-18 11:46:00,2012-02-18 12:46:00,0 days 01:00:00
2012-02-18 12:46:00,2012-02-18 13:46:00,0 days 01:00:00
2012-02-18 13:46:00,2012-02-18 14:46:00,0 days 01:00:00
2012-02-18 14:46:00,2012-02-18 15:46:00,0 days 01:00:00
2012-02-18 15:46:00,2012-02-18 16:46:00,0 days 01:00:00
2012-02-18 16:46:00,2012-02-18 17:46:00,0 days 01:00:00
2012-02-18 17:46:00,2012-02-18 18:46:00,0 days 01:00:00
2012-02-18 18:46:00,2012-02-18 19:46:00,0 days 01:00:00
2012-02-18 19:46:00,2012-02-18 20:46:00,0 days 01:00:00
2012-02-18 20:46:00,2012-02-18 21:46:00,0 days 01:00:00
2012-02-18 21:46:00,2012-02-18 22:46:00,0 days 01:00:00
2012-02-18 22:46:00,2012-02-18 23:46:00,0 days 01:00:00
2012-02-19 00:00:00,2012-02-19 00:46:00,0 days 00:46:00
2012-02-19 00:46:00,2012-02-19 01:46:00,0 days 01:00:00
2012-02-19 01:46:00,2012-02-19 02:46:00,0 days 01:00:00
2012-02-19 02:46:00,2012-02-19 03:46:00,0 days 01:00:00
2012-02-19 03:46:00,2012-02-19 04:46:00,0 days 01:00:00
2012-02-19 04:46:00,2012-02-19 05:46:00,0 days 01:00:00
2012-02-19 05:46:00,2012-02-19 06:46:00,0 days 01:00:00
2012-02-19 06:46:00,2012-02-19 07:46:00,0 days 01:00:00
2012-02-19 07:46:00,2012-02-19 08:46:00,0 days 01:00:00
2012-02-19 08:46:00,2012-02-19 09:46:00,0 days 01:00:00
2012-02-19 09:46:00,2012-02-19 10:46:00,0 days 01:00:00
2012-02-19 10:46:00,2012-02-19 11:46:00,0 days 01:00:00
2012-02-19 11:46:00,2012-02-19 12:46:00,0 days 01:00:00
2012-02-19 12:46:00,2012-02-19 13:46:00,0 days 01:00:00
2012-02-19 13:46:00,2012-02-19 14:46:00,0 days 01:00:00
2012-02-19 14:46:00,2012-02-19 15:46:00,0 days 01:00:00
2012-02-19 15:46:00,2012-02-19 16:46:00,0 days 01:00:00
2012-02-19 16:46:00,2012-02-19 17:46:00,0 days 01:00:00
2012-02-19 17:46:00,2012-02-19 18:46:00,0 days 01:00:00
2012-02-19 18:46:00,2012-02-19 19:46:00,0 days 01:00:00
2012-02-19 19:46:00,2012-02-19 20:46:00,0 days 01:00:00
2012-02-19 20:46:00,2012-02-19 21:46:00,0 days 01:00:00
2012-02-19 21:46:00,2012-02-19 22:46:00,0 days 01:00:00
2012-02-19 22:46:00,2012-02-19 23:46:00,0 days 01:00:00
2012-02-20 00:00:00,2012-02-20 00:46:00,0 days 00:46:00
2012-02-20 00:46:00,2012-02-20 01:46:00,0 days 01:00:00
2012-02-20 01:46:00,2012-02-20 02:46:00,0 days 01:00:00
2012-02-20 02:46:00,2012-02-20 03:46:00,0 days 01:00:00
2012-02-20 03:46:00,2012-02-20 04:46:00,0 days 01:00:00
2012-02-20 04:46:00,2012-02-20 05:46:00,0 days 01:00:00
2012-02-20 05:46:00,2012-02-20 06:46:00,0 days 01:00:00
